session,level,subject,articles,citations,hindex,real_articles,real_citations,real_hindex,threshold_articles,threshold_citations,threshold_hindex
1,1,03-B1,0,230,11,29,801,17,28,732,15
1,1,03-B1,19,920,14,33,1418,16,28,732,15
1,1,03-B1,19,379,12,31,746,17,28,732,15
1,1,03-B1,17,555,14,61,1294,21,28,732,15
1,1,03-B1,1,6244,16,41,1002,16,28,732,15
1,1,03-B1,0,641,13,57,1375,20,28,732,15
1,1,03-B1,0,702,10,76,1009,15,28,732,15
1,1,03-B1,0,2938,26,121,4925,37,28,732,15
1,1,03-B1,0,381,12,40,721,18,28,732,15
1,1,03-B1,2,200,9,33,649,15,28,732,15
1,1,03-B1,0,233,7,57,825,16,28,732,15
1,1,03-B1,6,8,2,56,1202,20,28,732,15
1,1,03-B1,15,285,10,30,1325,22,28,732,15
1,1,03-B1,24,981,18,41,2276,28,28,732,15
1,1,03-B1,8,363,10,44,1456,16,28,732,15
1,1,03-B1,0,528,14,39,1108,20,28,732,15
1,1,03-B1,0,789,16,46,1465,22,28,732,15
1,1,03-B1,4,361,9,74,959,18,28,732,15
1,1,03-B1,16,1200,15,66,2594,24,28,732,15
2,1,03-B1,22,562,14,38,1287,19,28,732,15
2,1,03-B1,14,538,12,72,1679,24,28,732,15
2,1,03-B1,0,252,9,92,1796,21,28,732,15
2,1,03-B1,6,593,15,40,1033,19,28,732,15
2,1,03-B1,13,612,13,56,1297,18,28,732,15
2,1,03-B1,11,521,13,55,983,18,28,732,15
2,1,03-B1,0,524,14,37,878,17,28,732,15
2,1,03-B1,0,499,12,42,1305,19,28,732,15
2,1,03-B1,2,436,13,24,750,16,28,732,15
2,1,03-B1,4,1052,17,81,1999,25,28,732,15
2,1,03-B1,0,625,12,93,7016,34,28,732,15
2,1,03-B1,1,1330,21,77,1778,25,28,732,15
2,1,03-B1,0,279,9,40,752,19,28,732,15
2,1,03-B1,0,679,16,100,3264,34,28,732,15
2,1,03-B1,10,1469,18,62,2541,27,28,732,15
2,1,03-B1,0,1766,23,89,3570,34,28,732,15
2,1,03-B1,10,2651,23,94,4336,34,28,732,15
3,1,03-B1,0,352,10,46,964,20,28,732,15
3,1,03-B1,12,399,11,38,845,17,28,732,15
3,1,03-B1,6,429,13,35,817,17,28,732,15
3,1,03-B1,0,420,11,50,853,18,28,732,15
3,1,03-B1,15,698,15,44,1210,20,28,732,15
3,1,03-B1,16,574,13,52,1525,22,28,732,15
3,1,03-B1,28,230,10,42,2904,23,28,732,15
3,1,03-B1,39,219,9,52,1981,25,28,732,15
3,1,03-B1,33,473,12,53,1073,18,28,732,15
3,1,03-B1,0,498,14,51,2251,28,28,732,15
3,1,03-B1,0,451,12,37,1082,20,28,732,15
3,1,03-B1,2,321,11,40,805,17,28,732,15
3,1,03-B1,11,203,9,33,535,15,28,732,15
3,1,03-B1,16,625,15,42,1173,21,28,732,15
4,1,03-B1,12,90,5,15,165,8,28,732,15
4,1,03-B1,41,295,10,54,743,17,28,732,15
4,1,03-B1,24,184,8,37,656,17,28,732,15
4,1,03-B1,30,419,12,45,854,18,28,732,15
4,1,03-B1,20,305,10,28,561,15,28,732,15
4,1,03-B1,25,543,13,56,1891,27,28,732,15
4,1,03-B1,14,523,13,42,1090,19,28,732,15
4,1,03-B1,10,1048,18,63,1937,26,28,732,15
4,1,03-B1,22,1696,22,81,5663,36,28,732,15
4,1,03-B1,26,320,11,35,621,16,28,732,15
4,1,03-B1,19,1105,17,47,2177,28,28,732,15
4,1,03-B1,0,560,13,40,999,20,28,732,15
4,1,03-B1,16,266,8,63,786,16,28,732,15
4,1,03-B1,31,285,10,33,656,17,28,732,15
4,1,03-B1,25,195,6,58,2351,23,28,732,15
4,1,03-B1,43,5835,22,56,10360,30,28,732,15
4,1,03-B1,6,882,19,39,2112,29,28,732,15
4,1,03-B1,11,1487,22,46,2977,32,28,732,15
4,1,03-B1,8,308,11,30,585,15,28,732,15
4,1,03-B1,18,508,13,40,1196,17,28,732,15
4,1,03-B1,47,528,13,54,1220,21,28,732,15
4,1,03-B1,37,1181,19,68,1804,21,28,732,15
4,1,03-B1,31,592,14,45,1196,16,28,732,15
4,1,03-B1,21,650,15,42,1474,21,28,732,15
4,1,03-B1,29,540,12,40,1336,19,28,732,15
4,1,03-B1,34,653,14,58,1365,20,28,732,15
4,1,03-B1,0,417,12,51,709,16,28,732,15
4,1,03-B1,0,395,10,61,743,16,28,732,15
5,1,03-B1,30,574,12,41,2049,22,28,732,15
5,1,03-B1,55,1451,19,70,3290,29,28,732,15
5,1,03-B1,45,1092,18,67,1704,26,28,732,15
5,1,03-B1,45,1030,18,52,1861,23,28,732,15
5,1,03-B1,35,1454,21,37,2543,27,28,732,15
5,1,03-B1,20,260,10,28,562,14,28,732,15
5,1,03-B1,38,568,10,47,1135,17,28,732,15
5,1,03-B1,34,561,13,57,1622,24,28,732,15
5,1,03-B1,5,197,9,37,594,16,28,732,15
5,1,03-B1,26,257,9,35,817,17,28,732,15
5,1,03-B1,59,977,17,75,1985,26,28,732,15
5,1,03-B1,47,1384,22,56,2519,30,28,732,15
5,1,03-B1,37,636,14,75,919,18,28,732,15
5,1,03-B1,21,856,17,78,1693,24,28,732,15
5,1,03-B1,22,1424,16,69,4065,32,28,732,15
5,1,03-B1,37,1157,16,47,2610,25,28,732,15
5,1,03-B1,42,809,17,43,1875,24,28,732,15
5,1,03-B1,60,1021,19,66,1961,28,28,732,15
5,1,03-B1,44,1170,19,63,2175,25,28,732,15
5,1,03-B1,26,1047,18,76,1912,25,28,732,15
5,1,03-B1,0,506,13,42,894,18,28,732,15
5,1,03-B1,13,1379,20,125,1954,24,28,732,15
5,1,03-B1,21,825,15,69,1537,22,28,732,15
5,1,03-B1,9,1126,17,32,3554,31,28,732,15
5,1,03-B1,45,5976,36,140,11211,55,28,732,15
5,1,03-B1,1,1704,20,99,3072,27,28,732,15
5,1,03-B1,0,919,17,68,2365,26,28,732,15
5,1,03-B1,0,1897,19,38,3592,23,28,732,15
5,1,03-B1,8,728,14,59,1239,18,28,732,15
5,1,03-B1,0,852,16,49,1973,25,28,732,15
5,1,03-B1,28,482,13,31,879,18,28,732,15
5,1,03-B1,11,342,9,45,833,18,28,732,15
5,1,03-B1,10,741,16,74,1133,20,28,732,15
5,1,03-B1,4,701,14,64,1524,23,28,732,15
5,1,03-B1,54,1056,20,53,1933,28,28,732,15
5,1,03-B1,1,32,3,46,1648,25,28,732,15
5,1,03-B1,28,506,15,36,687,19,28,732,15
5,1,03-B1,46,453,13,53,1152,19,28,732,15
5,1,03-B1,41,741,13,45,1231,18,28,732,15
5,1,03-B1,34,380,11,40,803,17,28,732,15
5,1,03-B1,44,339,10,70,1765,26,28,732,15
5,1,03-B1,31,485,11,35,852,15,28,732,15
5,1,03-B1,40,492,13,47,1140,20,28,732,15
5,1,03-B1,21,1308,15,28,2836,25,28,732,15
5,1,03-B1,20,1176,15,31,1541,17,28,732,15
5,1,03-B1,23,622,15,49,1089,20,28,732,15
5,1,03-B1,21,1810,21,40,3268,28,28,732,15
5,1,03-B1,14,653,14,36,1101,17,28,732,15
5,1,03-B1,50,2128,24,73,2998,29,28,732,15
5,1,03-B1,40,753,15,57,1578,24,28,732,15
5,1,03-B1,33,401,10,54,807,18,28,732,15
5,1,03-B1,30,1789,19,33,3189,22,28,732,15
5,1,03-B1,25,493,12,35,1325,20,28,732,15
5,1,03-B1,51,798,13,74,1343,20,28,732,15
5,1,03-B1,32,635,15,53,1525,23,28,732,15
5,1,03-B1,25,2365,26,85,5041,40,28,732,15
5,1,03-B1,48,433,12,62,1318,25,28,732,15
5,1,03-B1,40,1328,19,49,2718,29,28,732,15
5,1,03-B1,44,1145,19,56,2108,26,28,732,15
5,1,03-B1,7,363,12,14,966,21,28,732,15
5,1,03-B1,20,879,14,56,2216,23,28,732,15
5,1,03-B1,29,1455,19,48,2555,27,28,732,15
5,1,03-B1,0,459,12,31,727,17,28,732,15
5,1,03-B1,0,193,7,30,1077,17,28,732,15
5,1,03-B1,0,337,11,56,831,18,28,732,15
5,1,03-B1,2,254,10,38,489,15,28,732,15
5,1,03-B1,0,2263,25,142,5934,44,28,732,15
5,1,03-B1,0,1791,25,109,3907,35,28,732,15
5,1,03-B1,2,862,14,52,1837,22,28,732,15
5,1,03-B1,0,681,13,47,1112,18,28,732,15
5,1,03-B1,0,799,16,24,941,20,28,732,15
5,1,03-B1,22,1281,19,73,3968,35,28,732,15
5,1,03-B1,48,371,11,57,752,18,28,732,15
1,1,03-B2,0,248,9,30,1325,22,29,560,13
1,1,03-B2,0,476,11,50,1306,20,29,560,13
1,1,03-B2,0,221,7,49,5711,35,29,560,13
1,1,03-B2,0,263,9,39,555,14,29,560,13
1,1,03-B2,0,224,8,36,600,15,29,560,13
1,1,03-B2,0,551,16,47,862,20,29,560,13
1,1,03-B2,0,703,16,125,3532,35,29,560,13
1,1,03-B2,0,378,10,54,1011,17,29,560,13
1,1,03-B2,0,567,13,40,1022,19,29,560,13
1,1,03-B2,0,417,11,98,2979,30,29,560,13
1,1,03-B2,0,73,4,43,930,15,29,560,13
1,1,03-B2,0,673,14,55,1515,24,29,560,13
1,1,03-B2,0,424,12,35,855,16,29,560,13
1,1,03-B2,0,110,7,22,934,18,29,560,13
1,1,03-B2,0,116,6,34,541,14,29,560,13
1,1,03-B2,0,637,13,56,1359,20,29,560,13
1,1,03-B2,0,442,11,39,3809,30,29,560,13
1,1,03-B2,0,557,14,61,1294,21,29,560,13
1,1,03-B2,13,631,15,46,1556,24,29,560,13
1,1,03-B2,23,502,13,47,649,17,29,560,13
1,1,03-B2,21,483,14,42,942,17,29,560,13
1,1,03-B2,32,308,11,37,959,18,29,560,13
1,1,03-B2,15,192,8,23,1058,14,29,560,13
1,1,03-B2,32,229,9,38,537,14,29,560,13
1,1,03-B2,26,699,11,30,1369,17,29,560,13
1,1,03-B2,22,381,13,26,720,16,29,560,13
1,1,03-B2,9,19,2,35,425,13,29,560,13
1,1,03-B2,30,654,11,30,845,14,29,560,13
1,1,03-B2,21,450,13,24,922,17,29,560,13
1,1,03-B2,30,340,10,65,2185,26,29,560,13
1,1,03-B2,21,475,16,22,780,19,29,560,13
1,1,03-B2,23,789,16,46,1465,22,29,560,13
1,1,03-B2,36,381,12,40,721,18,29,560,13
1,1,03-B2,31,309,11,34,962,16,29,560,13
1,1,03-B2,1,0,0,19,656,13,29,560,13
1,1,03-B2,20,205,8,25,604,13,29,560,13
1,1,03-B2,37,378,11,37,680,14,29,560,13
1,1,03-B2,33,179,8,49,2405,25,29,560,13
1,1,03-B2,19,55,4,32,754,16,29,560,13
1,1,03-B2,21,256,9,38,523,15,29,560,13
1,1,03-B2,31,1214,17,48,2214,23,29,560,13
1,1,03-B2,23,319,10,54,880,18,29,560,13
1,1,03-B2,23,494,11,51,1018,14,29,560,13
1,1,03-B2,22,638,10,32,1896,17,29,560,13
1,1,03-B2,13,488,12,42,1005,18,29,560,13
1,1,03-B2,17,480,13,20,717,15,29,560,13
1,1,03-B2,33,583,15,38,1319,22,29,560,13
1,1,03-B2,10,254,11,37,386,13,29,560,13
1,1,03-B2,10,1119,17,78,2043,24,29,560,13
1,1,03-B2,13,515,14,37,1043,20,29,560,13
1,1,03-B2,12,631,13,67,1496,19,29,560,13
1,1,03-B2,6,450,8,36,2530,26,29,560,13
1,1,03-B2,18,204,8,26,617,14,29,560,13
1,1,03-B2,28,562,14,42,1306,22,29,560,13
1,1,03-B2,35,3279,31,80,6470,40,29,560,13
1,1,03-B2,0,1042,21,40,2175,30,29,560,13
1,1,03-B2,7,273,8,44,579,13,29,560,13
1,1,03-B2,18,1237,18,74,3303,30,29,560,13
1,1,03-B2,19,677,11,33,1110,14,29,560,13
1,1,03-B2,32,401,13,43,818,18,29,560,13
1,1,03-B2,18,726,15,19,1653,20,29,560,13
1,1,03-B2,21,592,13,30,886,15,29,560,13
1,1,03-B2,17,390,12,31,746,17,29,560,13
2,1,03-B2,28,195,8,33,504,14,29,560,13
2,1,03-B2,25,523,15,34,1091,20,29,560,13
2,1,03-B2,6,59,3,48,855,16,29,560,13
2,1,03-B2,24,441,12,53,874,17,29,560,13
2,1,03-B2,44,679,16,100,3264,34,29,560,13
2,1,03-B2,4,97,7,36,887,16,29,560,13
2,1,03-B2,23,170,7,30,542,15,29,560,13
2,1,03-B2,12,616,13,79,1441,21,29,560,13
2,1,03-B2,2,1518,19,74,3251,24,29,560,13
2,1,03-B2,18,106,6,34,459,14,29,560,13
2,1,03-B2,32,524,14,37,878,17,29,560,13
2,1,03-B2,49,985,16,96,2047,26,29,560,13
2,1,03-B2,3,588,13,56,1297,18,29,560,13
2,1,03-B2,28,1034,17,81,1999,25,29,560,13
2,1,03-B2,42,857,16,105,1576,23,29,560,13
2,1,03-B2,17,1854,15,36,3189,18,29,560,13
3,1,03-B2,27,625,15,42,1167,21,29,560,13
3,1,03-B2,30,556,13,33,1073,21,29,560,13
3,1,03-B2,19,378,10,32,983,16,29,560,13
3,1,03-B2,0,1229,18,55,2360,25,29,560,13
3,1,03-B2,3,561,13,46,1031,18,29,560,13
3,1,03-B2,8,474,12,60,923,16,29,560,13
3,1,03-B2,1,435,13,35,817,17,29,560,13
3,1,03-B2,0,74,3,32,1006,15,29,560,13
3,1,03-B2,11,1011,17,63,1850,25,29,560,13
3,1,03-B2,0,343,10,40,702,16,29,560,13
3,1,03-B2,0,321,11,40,805,17,29,560,13
3,1,03-B2,4,3421,29,144,5129,35,29,560,13
3,1,03-B2,0,615,14,52,1293,18,29,560,13
4,1,03-B2,20,419,11,51,1183,19,29,560,13
4,1,03-B2,21,165,8,24,702,14,29,560,13
4,1,03-B2,43,1696,22,81,5794,36,29,560,13
4,1,03-B2,1,430,12,19,817,15,29,560,13
4,1,03-B2,15,1301,16,59,1795,21,29,560,13
4,1,03-B2,0,270,8,41,590,12,29,560,13
4,1,03-B2,0,116,7,49,1343,21,29,560,13
4,1,03-B2,0,41,3,39,839,20,29,560,13
4,1,03-B2,18,443,12,42,860,19,29,560,13
4,1,03-B2,39,280,10,43,736,15,29,560,13
4,1,03-B2,15,796,12,34,1679,18,29,560,13
4,1,03-B2,40,608,12,69,1148,19,29,560,13
4,1,03-B2,13,320,11,35,621,16,29,560,13
4,1,03-B2,16,374,12,38,686,17,29,560,13
4,1,03-B2,13,1105,17,47,2177,28,29,560,13
4,1,03-B2,5,523,13,42,1090,19,29,560,13
4,1,03-B2,4,363,9,44,677,14,29,560,13
4,1,03-B2,0,403,12,51,709,16,29,560,13
4,1,03-B2,2,395,10,61,743,16,29,560,13
4,1,03-B2,6,284,6,27,1239,20,29,560,13
4,1,03-B2,35,288,11,35,511,15,29,560,13
4,1,03-B2,23,735,12,22,1741,16,29,560,13
4,1,03-B2,31,592,14,44,1196,16,29,560,13
4,1,03-B2,24,184,8,37,656,17,29,560,13
4,1,03-B2,6,796,15,75,2017,23,29,560,13
4,1,03-B2,24,595,14,65,1341,21,29,560,13
4,1,03-B2,26,560,13,40,999,20,29,560,13
4,1,03-B2,26,926,20,39,2112,29,29,560,13
4,1,03-B2,44,266,8,62,788,16,29,560,13
4,1,03-B2,38,620,13,84,1913,25,29,560,13
4,1,03-B2,17,411,12,46,1032,19,29,560,13
5,1,03-B2,0,2128,24,73,2998,29,29,560,13
5,1,03-B2,0,50,4,24,923,19,29,560,13
5,1,03-B2,7,1053,18,54,2923,29,29,560,13
5,1,03-B2,0,734,17,41,1361,21,29,560,13
5,1,03-B2,0,1328,19,48,2688,29,29,560,13
5,1,03-B2,0,254,10,38,489,15,29,560,13
5,1,03-B2,0,1568,21,113,2328,25,29,560,13
5,1,03-B2,0,999,17,82,1845,24,29,560,13
5,1,03-B2,0,799,16,24,941,20,29,560,13
5,1,03-B2,0,401,10,54,807,18,29,560,13
5,1,03-B2,0,801,16,80,2296,30,29,560,13
5,1,03-B2,0,376,11,42,915,19,29,560,13
5,1,03-B2,0,312,9,71,1036,19,29,560,13
5,1,03-B2,0,433,12,62,1318,25,29,560,13
5,1,03-B2,5,284,10,61,801,17,29,560,13
5,1,03-B2,9,568,13,19,816,18,29,560,13
5,1,03-B2,19,5976,36,140,11211,55,29,560,13
5,1,03-B2,3,505,12,85,1476,21,29,560,13
5,1,03-B2,22,797,16,43,1915,25,29,560,13
5,1,03-B2,20,243,9,26,832,18,29,560,13
5,1,03-B2,6,1167,19,46,2663,27,29,560,13
5,1,03-B2,2,386,11,32,644,16,29,560,13
5,1,03-B2,10,486,11,35,852,15,29,560,13
5,1,03-B2,9,551,14,44,896,20,29,560,13
5,1,03-B2,0,486,12,74,1044,20,29,560,13
5,1,03-B2,0,354,8,62,1050,15,29,560,13
5,1,03-B2,0,356,10,31,689,17,29,560,13
5,1,03-B2,0,386,11,32,888,18,29,560,13
5,1,03-B2,0,312,10,43,772,17,29,560,13
5,1,03-B2,0,919,17,68,2365,26,29,560,13
5,1,03-B2,0,507,13,60,1339,21,29,560,13
5,1,03-B2,0,487,12,38,762,15,29,560,13
5,1,03-B2,0,1176,19,109,1947,26,29,560,13
5,1,03-B2,0,1075,21,60,1946,26,29,560,13
5,1,03-B2,0,506,15,36,687,19,29,560,13
5,1,03-B2,0,244,9,30,481,14,29,560,13
5,1,03-B2,0,380,11,34,644,15,29,560,13
5,1,03-B2,0,205,7,34,723,15,29,560,13
5,1,03-B2,0,368,11,44,930,19,29,560,13
5,1,03-B2,0,253,9,38,452,13,29,560,13
5,1,03-B2,0,625,12,39,1009,15,29,560,13
5,1,03-B2,8,965,17,33,1519,21,29,560,13
5,1,03-B2,0,1336,21,54,2473,30,29,560,13
5,1,03-B2,0,540,12,34,912,16,29,560,13
5,1,03-B2,18,170,9,31,674,16,29,560,13
5,1,03-B2,39,809,17,43,1875,24,29,560,13
5,1,03-B2,41,439,11,45,1015,16,29,560,13
5,1,03-B2,5,773,16,45,1556,21,29,560,13
5,1,03-B2,0,560,15,58,1694,28,29,560,13
5,1,03-B2,0,775,15,41,1188,19,29,560,13
5,1,03-B2,4,478,14,53,1152,19,29,560,13
5,1,03-B2,18,1071,17,71,2080,25,29,560,13
5,1,03-B2,1,305,10,48,788,15,29,560,13
5,1,03-B2,1,1455,19,48,2553,27,29,560,13
5,1,03-B2,1,370,12,32,813,17,29,560,13
5,1,03-B2,47,1451,19,71,3294,29,29,560,13
5,1,03-B2,29,1343,15,41,2317,20,29,560,13
5,1,03-B2,59,1379,20,125,1954,24,29,560,13
5,1,03-B2,20,1175,14,51,2077,20,29,560,13
5,1,03-B2,46,1791,25,109,3907,35,29,560,13
5,1,03-B2,25,316,11,32,877,17,29,560,13
5,1,03-B2,14,997,19,50,2274,25,29,560,13
5,1,03-B2,32,702,16,38,1451,24,29,560,13
5,1,03-B2,30,1021,19,66,1961,28,29,560,13
5,1,03-B2,8,340,11,48,1129,21,29,560,13
5,1,03-B2,24,501,12,35,1353,21,29,560,13
5,1,03-B2,20,685,14,43,1326,18,29,560,13
5,1,03-B2,27,327,10,29,638,13,29,560,13
5,1,03-B2,20,290,9,22,703,15,29,560,13
5,1,03-B2,32,265,9,45,1221,15,29,560,13
5,1,03-B2,24,188,7,30,1077,17,29,560,13
5,1,03-B2,39,509,13,42,894,18,29,560,13
5,1,03-B2,28,1176,15,31,1541,17,29,560,13
1,1,03-C1,0,426,12,46,1006,20,31,816,17
1,1,03-C1,12,842,17,62,1518,23,31,816,17
1,1,03-C1,6,487,13,60,1510,24,31,816,17
1,1,03-C1,14,300,8,66,1296,20,31,816,17
1,1,03-C1,17,353,13,31,1151,21,31,816,17
1,1,03-C1,5,578,14,43,1378,20,31,816,17
1,1,03-C1,0,1094,18,62,2319,28,31,816,17
1,1,03-C1,6,2133,24,122,3702,30,31,816,17
1,1,03-C1,0,409,10,124,4360,34,31,816,17
1,1,03-C1,0,31,2,41,2238,25,31,816,17
1,1,03-C1,20,139,8,39,777,17,31,816,17
1,1,03-C1,17,491,12,42,1347,22,31,816,17
1,1,03-C1,23,310,9,102,1850,23,31,816,17
1,1,03-C1,17,808,17,34,1526,24,31,816,17
1,1,03-C1,18,484,13,59,1542,23,31,816,17
1,1,03-C1,4,515,13,40,1219,22,31,816,17
1,1,03-C1,0,656,15,55,1027,20,31,816,17
1,1,03-C1,0,827,16,61,1382,21,31,816,17
1,1,03-C1,0,743,12,56,911,17,31,816,17
1,1,03-C1,10,1237,18,74,3303,30,31,816,17
1,1,03-C1,0,727,16,58,1594,22,31,816,17
1,1,03-C1,5,451,11,49,1166,20,31,816,17
1,1,03-C1,0,794,15,32,1326,19,31,816,17
1,1,03-C1,0,103,6,68,1689,24,31,816,17
1,1,03-C1,0,281,10,48,1518,25,31,816,17
1,1,03-C1,0,516,11,43,1029,18,31,816,17
1,1,03-C1,1,529,13,57,1048,18,31,816,17
1,1,03-C1,29,537,13,42,1186,18,31,816,17
1,1,03-C1,24,583,15,39,1317,22,31,816,17
1,1,03-C1,8,1907,28,61,3524,36,31,816,17
1,1,03-C1,0,617,17,35,1036,19,31,816,17
1,1,03-C1,0,141,7,45,3097,26,31,816,17
1,1,03-C1,0,677,14,52,1337,21,31,816,17
1,1,03-C1,0,856,17,63,1547,25,31,816,17
1,1,03-C1,0,1054,18,70,1661,23,31,816,17
1,1,03-C1,3,702,12,46,1238,15,31,816,17
1,1,03-C1,34,345,13,41,885,18,31,816,17
1,1,03-C1,24,356,9,41,1048,17,31,816,17
1,1,03-C1,24,220,9,28,834,19,31,816,17
1,1,03-C1,35,363,10,44,1456,16,31,816,17
1,1,03-C1,27,1035,16,55,1589,21,31,816,17
1,1,03-C1,1,509,14,37,1155,21,31,816,17
1,1,03-C1,40,513,13,62,1006,19,31,816,17
1,1,03-C1,11,467,13,49,910,19,31,816,17
1,1,03-C1,43,441,13,47,731,18,31,816,17
1,1,03-C1,37,1026,19,46,1614,26,31,816,17
1,1,03-C1,0,168,8,32,844,18,31,816,17
1,1,03-C1,4,635,14,46,1548,24,31,816,17
1,1,03-C1,4,905,19,34,1769,25,31,816,17
1,1,03-C1,0,373,10,42,864,17,31,816,17
1,1,03-C1,0,1920,1,18,4731,17,31,816,17
1,1,03-C1,3,630,17,35,1088,20,31,816,17
1,1,03-C1,0,753,13,40,2189,20,31,816,17
1,1,03-C1,0,808,15,38,1281,22,31,816,17
1,1,03-C1,0,798,16,32,1249,20,31,816,17
1,1,03-C1,3,2524,24,123,4172,32,31,816,17
1,1,03-C1,0,512,12,47,1480,26,31,816,17
1,1,03-C1,0,504,12,43,1018,17,31,816,17
1,1,03-C1,0,1493,20,62,2528,29,31,816,17
1,1,03-C1,0,1007,15,70,1565,18,31,816,17
1,1,03-C1,0,490,13,33,938,18,31,816,17
1,1,03-C1,8,508,13,49,1217,21,31,816,17
1,1,03-C1,0,909,15,58,2223,24,31,816,17
1,1,03-C1,0,485,12,42,1001,18,31,816,17
1,1,03-C1,0,1622,21,56,2805,27,31,816,17
1,1,03-C1,0,1210,17,44,2417,27,31,816,17
1,1,03-C1,7,845,15,74,1953,24,31,816,17
1,1,03-C1,6,632,12,60,1544,21,31,816,17
1,1,03-C1,0,153,7,46,527,14,31,816,17
1,1,03-C1,1,514,13,75,1216,21,31,816,17
1,1,03-C1,0,564,13,52,1103,20,31,816,17
1,1,03-C1,1,506,14,53,1135,22,31,816,17
1,1,03-C1,45,2804,29,66,5529,38,31,816,17
1,1,03-C1,24,935,17,45,1875,25,31,816,17
1,1,03-C1,10,582,9,37,1410,16,31,816,17
1,1,03-C1,14,486,12,44,1291,20,31,816,17
1,1,03-C1,28,547,13,38,1283,22,31,816,17
1,1,03-C1,38,512,13,69,1727,21,31,816,17
1,1,03-C1,31,292,10,50,1001,18,31,816,17
1,1,03-C1,18,531,14,56,1098,20,31,816,17
1,1,03-C1,16,543,14,45,1344,22,31,816,17
2,1,03-C1,19,809,18,32,1652,25,31,816,17
2,1,03-C1,5,75,6,43,830,16,31,816,17
2,1,03-C1,15,414,11,15,454,10,31,816,17
2,1,03-C1,23,1040,17,81,1999,25,31,816,17
2,1,03-C1,1,715,14,35,1124,18,31,816,17
2,1,03-C1,0,97,7,32,861,16,31,816,17
2,1,03-C1,4,1479,20,24,2487,22,31,816,17
3,1,03-C1,18,706,16,58,1019,18,31,816,17
3,1,03-C1,0,919,16,65,1915,26,31,816,17
3,1,03-C1,0,581,15,16,983,19,31,816,17
3,1,03-C1,0,1228,19,33,1724,22,31,816,17
4,1,03-C1,15,711,16,43,1916,24,31,816,17
4,1,03-C1,0,834,16,46,1733,24,31,816,17
4,1,03-C1,8,391,13,30,840,19,31,816,17
4,1,03-C1,16,221,9,34,916,19,31,816,17
4,1,03-C1,23,468,12,53,877,18,31,816,17
4,1,03-C1,4,516,14,33,1117,24,31,816,17
4,1,03-C1,0,550,14,45,1556,26,31,816,17
4,1,03-C1,16,634,11,43,3464,31,31,816,17
4,1,03-C1,40,614,15,65,1032,20,31,816,17
4,1,03-C1,15,539,15,67,1055,21,31,816,17
4,1,03-C1,13,509,13,44,1419,22,31,816,17
4,1,03-C1,13,669,15,42,1004,20,31,816,17
4,1,03-C1,10,818,15,31,2010,23,31,816,17
4,1,03-C1,11,752,15,53,1524,22,31,816,17
4,1,03-C1,0,813,15,57,1444,21,31,816,17
4,1,03-C1,0,1100,17,44,2169,28,31,816,17
4,1,03-C1,7,266,10,38,589,17,31,816,17
4,1,03-C1,12,397,12,35,847,19,31,816,17
4,1,03-C1,11,316,9,47,892,16,31,816,17
4,1,03-C1,0,387,13,32,1167,21,31,816,17
4,1,03-C1,11,399,12,24,832,17,31,816,17
4,1,03-C1,23,467,13,33,860,18,31,816,17
4,1,03-C1,6,484,15,30,882,18,31,816,17
4,1,03-C1,0,1015,20,70,1832,26,31,816,17
4,1,03-C1,2,592,14,45,1196,16,31,816,17
4,1,03-C1,10,795,15,37,1337,21,31,816,17
4,1,03-C1,12,739,15,69,2442,26,31,816,17
4,1,03-C1,2,1181,16,73,1740,19,31,816,17
4,1,03-C1,0,491,14,47,934,18,31,816,17
5,1,03-C1,10,754,15,57,1582,24,31,816,17
5,1,03-C1,2,424,12,52,887,19,31,816,17
5,1,03-C1,9,329,10,62,910,18,31,816,17
5,1,03-C1,8,919,17,68,2365,26,31,816,17
5,1,03-C1,0,912,19,52,1231,22,31,816,17
5,1,03-C1,0,624,14,35,1309,23,31,816,17
5,1,03-C1,27,1071,17,71,2078,25,31,816,17
5,1,03-C1,30,894,18,33,1492,21,31,816,17
5,1,03-C1,32,617,13,36,1124,19,31,816,17
5,1,03-C1,47,441,10,64,1665,23,31,816,17
5,1,03-C1,0,407,12,48,586,17,31,816,17
5,1,03-C1,6,1142,20,52,1909,27,31,816,17
5,1,03-C1,0,631,15,73,1050,19,31,816,17
5,1,03-C1,0,1262,18,54,2461,26,31,816,17
5,1,03-C1,43,1057,19,69,1730,26,31,816,17
5,1,03-C1,37,494,12,43,1389,20,31,816,17
5,1,03-C1,16,777,16,19,1207,20,31,816,17
5,1,03-C1,41,868,17,64,1606,24,31,816,17
5,1,03-C1,29,981,16,34,1418,20,31,816,17
5,1,03-C1,41,331,11,45,749,17,31,816,17
5,1,03-C1,9,925,15,47,1743,20,31,816,17
5,1,03-C1,20,556,13,48,1087,17,31,816,17
5,1,03-C1,22,884,18,41,1519,22,31,816,17
5,1,03-C1,11,1205,20,22,2189,23,31,816,17
5,1,03-C1,29,504,13,36,906,19,31,816,17
5,1,03-C1,1,528,13,53,987,20,31,816,17
5,1,03-C1,1,1839,21,47,3225,28,31,816,17
5,1,03-C1,29,773,16,45,1556,21,31,816,17
5,1,03-C1,9,685,14,43,1342,19,31,816,17
5,1,03-C1,5,654,14,54,1369,23,31,816,17
5,1,03-C1,34,854,15,76,1719,24,31,816,17
5,1,03-C1,35,542,15,35,1036,18,31,816,17
