session,level,subject,articles,citations,hindex,real_articles,real_citations,real_hindex,threshold_articles,threshold_citations,threshold_hindex
3,2,02-D1,6,21639,64,434,22123,65,12,210,7
3,2,02-D1,19,535,11,19,577,11,12,210,7
3,2,02-D1,9,304,9,14,402,9,12,210,7
3,2,02-D1,17,61,5,28,313,9,12,210,7
3,2,02-D1,27,1203,18,60,2109,25,12,210,7
3,2,02-D1,4,408,12,41,953,19,12,210,7
3,2,02-D1,2,298,7,20,383,9,12,210,7
3,2,02-D1,9,154,8,20,294,11,12,210,7
3,2,02-D1,21,550,12,25,693,14,12,210,7
3,2,02-D1,15,502,10,40,843,13,12,210,7
3,2,02-D1,13,742,14,37,1477,20,12,210,7
3,2,02-D1,13,176,10,14,268,11,12,210,7
3,2,02-D1,2,7,2,4,9,2,2,3,1
3,2,02-D1,12,150,6,17,178,7,12,210,7
3,2,02-D1,23,313,11,26,407,12,12,210,7
3,2,02-D1,9,744,12,10,716,12,12,210,7
3,2,02-D1,24,98,6,29,230,10,12,210,7
3,2,02-D1,5,214,8,12,223,8,12,210,7
3,2,02-D1,6,895,18,32,975,18,12,210,7
3,2,02-D1,0,243,9,25,335,10,12,210,7
3,2,02-D1,0,140,6,26,203,8,12,210,7
3,2,02-D1,0,247,8,25,328,9,12,210,7
3,2,02-D1,3,210,7,9,240,9,12,210,7
4,2,02-D1,1,377,11,20,738,16,12,210,7
4,2,02-D1,0,336,11,18,429,13,12,210,7
4,2,02-D1,5,165,7,11,1291,9,12,210,7
4,2,02-D1,20,176,8,19,323,8,12,210,7
4,2,02-D1,21,194,8,21,216,9,12,210,7
4,2,02-D1,14,536,13,29,831,15,12,210,7
4,2,02-D1,8,32,3,19,319,11,12,210,7
4,2,02-D1,12,124,7,16,550,10,12,210,7
4,2,02-D1,22,7377,43,96,10557,54,12,210,7
4,2,02-D1,35,234,8,48,708,16,12,210,7
4,2,02-D1,21,419,12,43,804,19,12,210,7
4,2,02-D1,11,136,8,14,216,10,12,210,7
4,2,02-D1,6,507,11,13,840,13,12,210,7
4,2,02-D1,5,104,6,5,229,8,12,210,7
4,2,02-D1,5,279,8,14,432,10,12,210,7
4,2,02-D1,6,22526,67,531,21047,60,12,210,7
4,2,02-D1,9,383,10,13,671,12,12,210,7
4,2,02-D1,17,105,6,18,223,8,12,210,7
4,2,02-D1,13,172,7,12,197,8,12,210,7
4,2,02-D1,11,292,8,12,401,9,12,210,7
4,2,02-D1,16,319,11,33,632,16,12,210,7
4,2,02-D1,1,106,7,21,172,7,12,210,7
4,2,02-D1,6,78,6,12,333,11,12,210,7
4,2,02-D1,12,75,5,13,164,8,12,210,7
4,2,02-D1,13,332,9,22,717,14,12,210,7
4,2,02-D1,11,94,5,17,198,8,12,210,7
4,2,02-D1,12,62,5,13,138,7,12,210,7
4,2,02-D1,0,161,3,20,858,18,12,210,7
4,2,02-D1,16,222,6,23,646,14,12,210,7
4,2,02-D1,9,397,10,15,458,9,12,210,7
4,2,02-D1,11,266,9,15,379,10,12,210,7
4,2,02-D1,15,287,9,27,339,9,12,210,7
4,2,02-D1,12,365,10,18,310,9,12,210,7
4,2,02-D1,14,103,7,14,158,7,12,210,7
4,2,02-D1,20,340,9,23,343,10,12,210,7
4,2,02-D1,2,15,2,15,320,8,12,210,7
4,2,02-D1,9,85,5,11,332,10,12,210,7
4,2,02-D1,14,127,8,17,239,9,12,210,7
4,2,02-D1,17,93,5,19,183,8,12,210,7
4,2,02-D1,26,473,12,30,979,17,12,210,7
4,2,02-D1,6,115,6,46,660,15,12,210,7
4,2,02-D1,13,26,3,14,128,7,12,210,7
4,2,02-D1,14,254,8,19,293,9,12,210,7
4,2,02-D1,4,20,3,5,22,3,2,3,1
4,2,02-D1,16,246,10,19,346,12,12,210,7
4,2,02-D1,8,336,8,10,418,11,12,210,7
4,2,02-D1,9,303,10,14,182,8,12,210,7
4,2,02-D1,13,167,5,12,342,7,12,210,7
4,2,02-D1,16,114,6,19,333,12,12,210,7
4,2,02-D1,10,86,5,10,322,9,12,210,7
4,2,02-D1,22,563,13,26,850,17,12,210,7
4,2,02-D1,17,277,10,16,361,11,12,210,7
4,2,02-D1,20,83,5,24,149,7,12,210,7
4,2,02-D1,14,91,6,29,200,9,12,210,7
4,2,02-D1,1,0,0,2,31,2,2,3,1
4,2,02-D1,20,283,9,26,471,13,12,210,7
4,2,02-D1,3,59,5,15,125,7,12,210,7
4,2,02-D1,31,235,7,36,380,10,12,210,7
4,2,02-D1,7,68,4,15,180,8,12,210,7
4,2,02-D1,3,11,2,7,20,3,2,3,1
5,2,02-D1,0,142,8,15,238,10,12,210,7
5,2,02-D1,0,239,9,20,280,10,12,210,7
5,2,02-D1,3,236,8,18,149,8,12,210,7
5,2,02-D1,8,24,3,12,147,7,12,210,7
5,2,02-D1,15,95,6,22,221,9,12,210,7
5,2,02-D1,13,52,5,16,129,8,12,210,7
5,2,02-D1,12,268,9,17,430,12,12,210,7
5,2,02-D1,11,1155,18,32,1264,19,12,210,7
5,2,02-D1,0,4040,32,34,4356,34,12,210,7
5,2,02-D1,0,1019,17,29,1820,21,12,210,7
5,2,02-D1,0,215,9,27,387,11,12,210,7
5,2,02-D1,0,101,6,14,179,9,12,210,7
5,2,02-D1,0,50,4,13,282,7,12,210,7
5,2,02-D1,2,140,8,17,237,9,12,210,7
5,2,02-D1,15,191,7,17,318,9,12,210,7
5,2,02-D1,15,136,8,18,205,8,12,210,7
5,2,02-D1,30,103,5,29,242,9,12,210,7
5,2,02-D1,5,4,1,5,7,2,12,210,7
5,2,02-D1,2,4,1,2,12,1,2,3,1
5,2,02-D1,8,448,8,13,702,8,12,210,7
5,2,02-D1,12,232,8,14,379,11,12,210,7
5,2,02-D1,14,341,11,24,443,13,12,210,7
5,2,02-D1,8,27,3,7,28,3,2,3,1
5,2,02-D1,13,18,3,19,23,3,2,3,1
5,2,02-D1,2,61,4,12,181,8,12,210,7
5,2,02-D1,11,772,10,16,936,11,12,210,7
5,2,02-D1,16,71,5,15,153,8,12,210,7
5,2,02-D1,3,114,6,14,386,11,12,210,7
5,2,02-D1,16,245,10,18,344,10,12,210,7
5,2,02-D1,21,173,8,23,211,9,12,210,7
5,2,02-D1,8,748,15,29,1022,16,12,210,7
5,2,02-D1,11,162,7,21,214,8,12,210,7
5,2,02-D1,12,474,13,11,866,14,12,210,7
5,2,02-D1,11,83,6,15,195,7,12,210,7
5,2,02-D1,18,22,2,18,121,7,12,210,7
5,2,02-D1,7,122,6,10,188,8,12,210,7
5,2,02-D1,2,1443,9,2,1695,12,12,210,7
5,2,02-D1,5,28,3,14,454,13,12,210,7
5,2,02-D1,11,262,10,22,590,14,12,210,7
5,2,02-D1,12,513,12,46,639,13,12,210,7
5,2,02-D1,0,400,12,20,484,13,12,210,7
5,2,02-D1,0,1641,16,27,574,11,12,210,7
5,2,02-D1,5,853,18,43,1706,25,12,210,7
5,2,02-D1,5,188,7,16,281,9,12,210,7
5,2,02-D1,38,424,11,71,1560,18,12,210,7
5,2,02-D1,19,161,7,24,299,10,12,210,7
5,2,02-D1,16,588,14,31,1008,18,12,210,7
5,2,02-D1,8,366,11,11,503,12,12,210,7
5,2,02-D1,8,202,9,11,232,10,12,210,7
5,2,02-D1,25,243,10,39,385,13,12,210,7
5,2,02-D1,16,304,8,15,1000,13,12,210,7
5,2,02-D1,16,219,8,25,246,9,12,210,7
5,2,02-D1,0,9,2,5,210,10,12,210,7
5,2,02-D1,11,235,9,15,282,10,12,210,7
5,2,02-D1,1,36,3,13,144,7,12,210,7
5,2,02-D1,11,545,14,19,708,15,12,210,7
5,2,02-D1,13,120,6,17,261,10,12,210,7
5,2,02-D1,10,1221,13,12,1459,11,12,210,7
5,2,02-D1,4,17017,59,173,25697,68,12,210,7
5,2,02-D1,1,162,8,14,304,9,12,210,7
5,2,02-D1,16,269,10,24,402,12,12,210,7
5,2,02-D1,3,1006,12,7,1775,14,12,210,7
5,2,02-D1,18,120,6,29,184,7,12,210,7
5,2,02-D1,9,133,7,17,261,10,2,3,1
5,2,02-D1,13,103,6,16,179,7,12,210,7
5,2,02-D1,17,174,9,21,249,10,12,210,7
5,2,02-D1,15,303,10,30,468,13,12,210,7
5,2,02-D1,0,202,8,18,280,10,12,210,7
5,2,02-D1,0,128,7,31,614,14,12,210,7
5,2,02-D1,0,1175,17,51,1806,23,12,210,7
5,2,02-D1,0,47,4,20,227,9,12,210,7
5,2,02-D1,0,286,10,35,427,11,12,210,7
5,2,02-D1,0,3845,11,13,4320,11,12,210,7
5,2,02-D1,5,346,10,15,564,13,12,210,7
5,2,02-D1,12,237,9,19,310,9,12,210,7
5,2,02-D1,17,677,15,66,879,17,12,210,7
5,2,02-D1,0,282,9,25,357,12,12,210,7
5,2,02-D1,0,170,8,29,272,12,12,210,7
5,2,02-D1,0,565,15,27,1089,21,12,210,7
5,2,02-D1,0,264,10,14,618,14,12,210,7
5,2,02-D1,11,333,11,20,569,15,12,210,7
5,2,02-D1,12,271,7,24,545,11,12,210,7
5,2,02-D1,2,140,5,9,293,8,12,210,7
5,2,02-D1,13,76,5,16,315,11,12,210,7
5,2,02-D1,5,256,11,11,282,11,12,210,7
5,2,02-D1,16,97,5,20,175,9,12,210,7
5,2,02-D1,14,307,10,24,514,13,12,210,7
5,2,02-D1,23,160,8,33,419,12,12,210,7
5,2,02-D1,7,111,6,14,206,8,12,210,7
5,2,02-D1,5,214,7,7,334,9,12,210,7
5,2,02-D1,20,2843,17,86,1436,21,12,210,7
5,2,02-D1,0,750,14,26,894,15,12,210,7
5,2,02-D1,0,188,8,12,237,8,12,210,7
5,2,02-D1,0,417,12,29,614,16,12,210,7
5,2,02-D1,0,430,10,15,417,10,12,210,7
5,2,02-D1,0,553,13,24,632,14,12,210,7
5,2,02-D1,0,164,8,16,253,9,12,210,7
5,2,02-D1,0,15,2,1,75,3,12,210,7
5,2,02-D1,13,255,9,26,486,14,12,210,7
5,2,02-D1,2,63,5,27,178,8,12,210,7
5,2,02-D1,1,521,12,4,460,12,12,210,7
5,2,02-D1,10,147,8,10,316,11,12,210,7
5,2,02-D1,12,292,8,13,292,8,12,210,7
5,2,02-D1,15,858,17,32,1219,21,12,210,7
5,2,02-D1,19,981,15,50,1371,19,12,210,7
5,2,02-D1,6,254,7,35,386,9,12,210,7
5,2,02-D1,9,1392,19,33,2607,27,12,210,7
5,2,02-D1,14,140,7,17,313,11,12,210,7
5,2,02-D1,13,87,6,19,145,9,12,210,7
5,2,02-D1,20,441,14,31,614,15,12,210,7
5,2,02-D1,2,1,1,25,244,9,12,210,7
5,2,02-D1,9,265,7,10,325,8,12,210,7
5,2,02-D1,12,164,7,14,256,9,12,210,7
5,2,02-D1,11,273,10,13,386,11,12,210,7
5,2,02-D1,17,827,15,29,1138,18,12,210,7
5,2,02-D1,6,764,15,25,1210,17,12,210,7
5,2,02-D1,4,253,11,22,267,11,12,210,7
5,2,02-D1,5,1871,24,51,2166,27,12,210,7
5,2,02-D1,0,177,9,16,214,9,12,210,7
5,2,02-D1,3,339,10,28,568,14,12,210,7
5,2,02-D1,9,100,6,34,155,7,12,210,7
5,2,02-D1,0,7,1,0,12,1,2,3,1
5,2,02-D1,15,230,8,18,284,9,12,210,7
5,2,02-D1,12,112,7,12,223,9,12,210,7
5,2,02-D1,4,145,7,5,250,8,12,210,7
5,2,02-D1,10,255,10,14,365,12,12,210,7
5,2,02-D1,17,353,11,18,618,16,12,210,7
5,2,02-D1,12,269,9,25,423,11,12,210,7
5,2,02-D1,4,176,5,9,309,8,12,210,7
5,2,02-D1,5,102,6,22,197,7,12,210,7
5,2,02-D1,10,222,8,13,244,8,12,210,7
5,2,02-D1,1,264,8,17,806,15,12,210,7
5,2,02-D1,3,131,6,15,263,8,12,210,7
5,2,02-D1,15,462,12,33,772,15,12,210,7
5,2,02-D1,22,159,7,25,222,8,12,210,7
5,2,02-D1,14,148,7,16,288,9,12,210,7
5,2,02-D1,25,560,14,34,958,17,12,210,7
5,2,02-D1,18,184,8,22,235,9,12,210,7
5,2,02-D1,32,774,13,36,1278,17,12,210,7
5,2,02-D1,3,246,6,10,259,6,12,210,7
5,2,02-D1,16,50,5,17,197,7,12,210,7
5,2,02-D1,19,148,7,26,279,10,12,210,7
5,2,02-D1,13,229,10,18,194,9,12,210,7
5,2,02-D1,17,117,6,19,183,7,12,210,7
5,2,02-D1,16,423,12,38,571,15,12,210,7
5,2,02-D1,27,470,10,30,525,11,12,210,7
5,2,02-D1,0,0,0,2,6,2,2,3,1
5,2,02-A1,0,0,0,0,0,0,51,1250,18
1,2,02-A2,0,0,0,16,489,10,13,329,10
3,2,02-A2,0,0,0,0,0,0,13,329,10
5,2,02-A2,0,0,0,2,13,3,13,329,10
5,2,02-A2,0,0,0,13,752,11,13,329,10
5,2,02-A2,0,0,0,19,294,11,13,329,10
4,2,02-B1,0,0,0,31,483,13,13,270,9
1,2,02-B2,0,0,0,25,349,12,15,300,9
1,2,02-B2,0,0,0,19,626,13,15,300,9
5,2,02-B2,0,0,0,13,752,11,15,300,9
5,2,02-B2,0,0,0,0,0,0,15,300,9
1,2,02-C1,0,0,0,57,1526,21,25,620,15
1,2,02-C1,0,0,0,10,320,9,10,140,7
2,2,02-C1,0,0,0,44,810,17,25,620,15
2,2,02-C1,0,0,0,6,122,4,25,620,15
5,2,02-C1,0,0,0,28,1105,18,25,620,15
5,2,02-C1,0,0,0,6,40,3,10,140,7
5,2,02-C1,0,0,0,0,0,0,25,620,15
5,2,02-C1,0,0,0,26,362,10,10,140,7
1,2,02-D1,0,0,0,3,25,4,2,3,1
2,2,02-D1,0,0,0,20,453,11,12,210,7
3,2,02-D1,0,0,0,0,0,0,12,210,7
4,2,02-D1,0,0,0,0,0,0,12,210,7
5,2,02-D1,0,0,0,7,3,1,2,3,1
5,2,02-D1,0,0,0,9,266,8,12,210,7
5,2,02-D1,0,0,0,33,435,12,12,210,7
5,2,02-D1,0,0,0,4,134,4,12,210,7
5,2,02-D1,0,0,0,17,483,11,12,210,7
1,2,03-A1,16,244,10,20,367,12,16,260,10
1,2,03-A1,23,148,7,26,370,10,16,260,10
1,2,03-A1,20,75,5,25,275,10,16,260,10
1,2,03-A1,13,401,11,32,750,16,16,260,10
1,2,03-A1,8,253,9,21,401,12,16,260,10
1,2,03-A1,15,226,8,50,573,13,16,260,10
1,2,03-A1,4,230,9,21,692,15,16,260,10
1,2,03-A1,10,160,7,18,228,10,16,260,10
1,2,03-A1,21,573,13,41,1268,20,16,260,10
1,2,03-A1,19,219,8,49,683,17,16,260,10
1,2,03-A1,14,234,10,21,503,14,16,260,10
1,2,03-A1,16,234,7,22,422,11,16,260,10
1,2,03-A1,17,385,11,39,640,14,16,260,10
1,2,03-A1,9,42,3,14,310,10,16,260,10
1,2,03-A1,10,135,7,14,291,10,16,260,10
1,2,03-A1,15,107,6,23,300,9,16,260,10
1,2,03-A1,22,237,6,22,367,9,16,260,10
1,2,03-A1,7,87,4,10,255,7,16,260,10
1,2,03-A1,23,262,10,26,359,11,16,260,10
1,2,03-A1,11,139,7,13,289,12,16,260,10
1,2,03-A1,25,174,9,27,452,13,16,260,10
1,2,03-A1,8,211,9,12,469,14,16,260,10
1,2,03-A1,18,110,7,23,261,10,16,260,10
1,2,03-A1,11,752,13,25,1481,21,16,260,10
1,2,03-A1,13,217,8,27,358,10,16,260,10
1,2,03-A1,1,236,10,20,542,13,16,260,10
1,2,03-A1,11,41,4,17,611,13,16,260,10
1,2,03-A1,22,151,7,23,371,11,16,260,10
1,2,03-A1,17,807,16,34,1464,22,16,260,10
1,2,03-A1,19,153,6,20,395,10,16,260,10
1,2,03-A1,1,0,0,11,305,10,16,260,10
1,2,03-A1,7,56,5,14,117,6,16,260,10
1,2,03-A1,8,124,7,17,342,9,16,260,10
1,2,03-A1,13,128,8,16,271,9,16,260,10
1,2,03-A1,20,348,8,23,460,11,16,260,10
1,2,03-A1,16,132,6,23,275,10,16,260,10
1,2,03-A1,20,608,12,31,1208,19,16,260,10
1,2,03-A1,7,106,7,20,290,10,16,260,10
1,2,03-A1,6,174,8,9,411,11,16,260,10
1,2,03-A1,29,319,10,35,555,12,16,260,10
1,2,03-A1,7,353,11,14,769,15,16,260,10
1,2,03-A1,21,191,9,25,451,13,16,260,10
1,2,03-A1,14,200,9,16,397,11,16,260,10
1,2,03-A1,17,46,5,19,319,9,16,260,10
1,2,03-A1,17,390,12,23,761,17,16,260,10
1,2,03-A1,6,246,9,17,495,13,16,260,10
1,2,03-A1,5,273,10,26,675,15,16,260,10
1,2,03-A1,5,190,9,20,399,14,16,260,10
1,2,03-A1,18,180,8,19,293,12,16,260,10
1,2,03-A1,17,177,8,24,393,12,16,260,10
1,2,03-A1,18,278,10,45,577,15,16,260,10
1,2,03-A1,23,329,11,34,565,13,16,260,10
1,2,03-A1,9,193,9,18,380,13,16,260,10
1,2,03-A1,23,150,8,26,493,11,16,260,10
1,2,03-A1,20,85,6,26,412,12,16,260,10
1,2,03-A1,9,190,10,14,353,11,16,260,10
1,2,03-A1,13,159,7,16,272,10,16,260,10
1,2,03-A1,4,383,10,7,589,12,16,260,10
1,2,03-A1,11,85,6,18,313,11,16,260,10
1,2,03-A1,42,631,14,68,1020,19,16,260,10
1,2,03-A1,12,141,7,30,435,12,16,260,10
1,2,03-A1,17,76,5,27,595,14,16,260,10
1,2,03-A1,12,44,4,20,241,10,16,260,10
1,2,03-A1,24,256,8,30,549,14,16,260,10
1,2,03-A1,19,125,6,23,361,11,16,260,10
1,2,03-A1,16,134,7,25,431,12,16,260,10
1,2,03-A1,24,204,8,31,581,12,16,260,10
1,2,03-A1,10,254,10,31,542,14,16,260,10
1,2,03-A1,6,118,3,22,899,14,16,260,10
1,2,03-A1,10,165,7,18,272,8,16,260,10
1,2,03-A1,21,283,9,33,444,13,16,260,10
1,2,03-A1,13,343,11,28,975,17,16,260,10
1,2,03-A1,11,77,5,20,829,17,16,260,10
1,2,03-A1,19,382,11,22,770,15,16,260,10
1,2,03-A1,8,312,9,10,618,12,16,260,10
1,2,03-A1,3,43,3,45,398,11,16,260,10
1,2,03-A1,24,99,6,32,324,12,16,260,10
1,2,03-A1,15,179,7,15,208,9,16,260,10
1,2,03-A1,23,786,17,50,1452,23,16,260,10
1,2,03-A1,15,144,8,17,266,10,16,260,10
1,2,03-A1,25,254,10,32,469,14,16,260,10
1,2,03-A1,10,200,8,15,313,10,16,260,10
1,2,03-A1,18,346,9,22,541,10,16,260,10
1,2,03-A1,20,263,9,40,460,13,16,260,10
1,2,03-A1,17,292,11,30,723,15,16,260,10
1,2,03-A1,12,97,6,22,254,11,16,260,10
1,2,03-A1,12,274,9,28,549,14,16,260,10
1,2,03-A1,13,194,8,16,471,12,16,260,10
1,2,03-A1,30,329,11,36,703,15,16,260,10
1,2,03-A1,10,247,8,29,348,11,16,260,10
1,2,03-A1,20,419,11,21,560,14,16,260,10
1,2,03-A1,16,287,10,19,490,14,16,260,10
1,2,03-A1,12,239,10,15,510,12,16,260,10
1,2,03-A1,18,324,12,26,628,15,16,260,10
1,2,03-A1,19,179,8,23,306,10,16,260,10
1,2,03-A1,11,502,12,24,878,15,16,260,10
1,2,03-A1,13,330,11,16,691,15,16,260,10
1,2,03-A1,13,217,8,19,354,10,16,260,10
1,2,03-A1,20,86,6,27,428,13,16,260,10
2,2,03-A1,6,323,10,25,502,14,16,260,10
2,2,03-A1,12,156,7,32,437,13,16,260,10
2,2,03-A1,14,174,10,31,625,15,16,260,10
2,2,03-A1,15,171,9,18,321,11,16,260,10
2,2,03-A1,17,220,10,30,374,11,16,260,10
2,2,03-A1,17,295,9,33,727,16,16,260,10
2,2,03-A1,0,0,0,5,35,2,16,260,10
2,2,03-A1,12,201,8,16,367,10,16,260,10
2,2,03-A1,10,16,3,23,335,11,16,260,10
2,2,03-A1,12,350,9,17,620,11,16,260,10
2,2,03-A1,11,168,8,15,354,13,16,260,10
2,2,03-A1,15,235,8,18,927,13,16,260,10
2,2,03-A1,24,1481,19,40,2365,26,16,260,10
2,2,03-A1,2,294,10,19,606,16,16,260,10
2,2,03-A1,10,90,5,20,232,10,16,260,10
3,2,03-A1,8,43,5,15,293,11,16,260,10
3,2,03-A1,8,242,11,10,305,10,16,260,10
3,2,03-A1,14,158,7,17,404,12,16,260,10
3,2,03-A1,14,181,7,16,271,11,16,260,10
3,2,03-A1,4,140,7,10,309,10,16,260,10
3,2,03-A1,17,135,7,21,297,11,16,260,10
3,2,03-A1,13,157,8,25,276,10,16,260,10
3,2,03-A1,16,191,8,16,408,12,16,260,10
3,2,03-A1,20,159,7,21,320,10,16,260,10
3,2,03-A1,12,154,8,20,294,11,16,260,10
3,2,03-A1,17,161,7,20,304,10,16,260,10
3,2,03-A1,18,179,7,33,346,11,16,260,10
3,2,03-A1,12,135,7,23,297,11,16,260,10
3,2,03-A1,6,88,4,17,433,11,16,260,10
3,2,03-A1,18,461,10,44,592,13,16,260,10
4,2,03-A1,0,214,8,12,330,11,16,260,10
4,2,03-A1,2,438,14,22,738,16,16,260,10
4,2,03-A1,18,149,8,20,288,11,16,260,10
4,2,03-A1,16,129,7,17,216,10,16,260,10
4,2,03-A1,24,108,6,31,355,12,16,260,10
4,2,03-A1,36,566,10,44,1162,16,16,260,10
4,2,03-A1,8,103,6,11,276,11,16,260,10
4,2,03-A1,22,597,11,22,995,17,16,260,10
4,2,03-A1,13,692,16,30,1120,18,16,260,10
4,2,03-A1,7,315,10,13,476,12,16,260,10
4,2,03-A1,37,326,10,39,561,13,16,260,10
4,2,03-A1,30,218,8,31,379,10,16,260,10
4,2,03-A1,16,83,6,19,250,10,16,260,10
4,2,03-A1,13,80,5,16,454,14,16,260,10
4,2,03-A1,24,126,6,30,238,10,16,260,10
4,2,03-A1,5,186,10,10,329,10,16,260,10
4,2,03-A1,17,223,8,25,414,12,16,260,10
4,2,03-A1,32,278,9,33,569,12,16,260,10
4,2,03-A1,17,426,9,25,617,11,16,260,10
4,2,03-A1,19,520,10,44,981,15,16,260,10
4,2,03-A1,14,233,10,23,368,12,16,260,10
4,2,03-A1,31,123,6,33,220,10,16,260,10
4,2,03-A1,10,178,9,15,318,12,16,260,10
4,2,03-A1,16,321,9,29,610,13,16,260,10
4,2,03-A1,3,103,6,27,379,12,16,260,10
4,2,03-A1,15,218,8,18,301,10,16,260,10
4,2,03-A1,1,10,1,21,291,11,16,260,10
4,2,03-A1,1,203,3,23,639,11,16,260,10
4,2,03-A1,14,266,9,15,371,11,16,260,10
4,2,03-A1,20,232,10,36,498,14,16,260,10
4,2,03-A1,22,260,10,28,559,14,16,260,10
4,2,03-A1,15,148,7,21,300,11,16,260,10
4,2,03-A1,14,130,7,20,356,10,16,260,10
4,2,03-A1,22,209,9,24,316,11,16,260,10
4,2,03-A1,12,205,10,17,444,14,16,260,10
4,2,03-A1,20,443,13,29,977,19,16,260,10
4,2,03-A1,19,158,7,20,277,12,16,260,10
4,2,03-A1,14,145,6,22,414,12,16,260,10
4,2,03-A1,14,493,12,16,615,16,16,260,10
4,2,03-A1,16,182,8,18,305,11,16,260,10
4,2,03-A1,29,170,8,51,532,13,16,260,10
4,2,03-A1,28,1246,15,32,2017,18,16,260,10
4,2,03-A1,7,35,4,16,299,11,16,260,10
5,2,03-A1,0,192,8,17,316,9,16,260,10
5,2,03-A1,4,145,7,16,237,11,16,260,10
5,2,03-A1,32,244,10,40,386,13,16,260,10
5,2,03-A1,5,132,7,25,402,12,16,260,10
5,2,03-A1,12,100,6,28,210,10,16,260,10
5,2,03-A1,22,115,7,23,193,10,16,260,10
5,2,03-A1,13,322,11,17,483,12,16,260,10
5,2,03-A1,13,325,11,19,757,15,16,260,10
5,2,03-A1,14,120,6,17,261,10,16,260,10
5,2,03-A1,18,140,7,19,234,10,16,260,10
5,2,03-A1,14,167,6,15,283,10,16,260,10
5,2,03-A1,9,302,9,25,492,11,16,260,10
5,2,03-A1,1,290,10,12,430,13,16,260,10
5,2,03-A1,14,108,6,18,280,8,16,260,10
5,2,03-A1,16,104,6,34,296,11,16,260,10
5,2,03-A1,29,1460,16,42,1730,16,16,260,10
5,2,03-A1,19,774,13,36,1278,17,16,260,10
5,2,03-A1,3,149,7,16,310,12,16,260,10
5,2,03-A1,3,302,11,24,645,16,16,260,10
5,2,03-A1,13,329,11,17,691,14,16,260,10
5,2,03-A1,12,1075,19,48,2034,27,16,260,10
5,2,03-A1,13,68,5,17,204,10,16,260,10
5,2,03-A1,14,152,8,19,288,11,16,260,10
5,2,03-A1,24,116,6,36,263,9,16,260,10
5,2,03-A1,11,541,14,53,786,16,16,260,10
5,2,03-A1,0,875,13,41,673,14,16,260,10
5,2,03-A1,3,23,3,20,333,9,16,260,10
5,2,03-A1,18,199,8,24,363,11,16,260,10
5,2,03-A1,26,112,5,31,262,10,16,260,10
5,2,03-A1,19,160,8,27,287,10,16,260,10
5,2,03-A1,30,433,12,58,1318,25,16,260,10
5,2,03-A1,12,164,7,18,244,10,16,260,10
5,2,03-A1,12,1835,15,42,1489,19,16,260,10
5,2,03-A1,3,101,7,12,344,11,16,260,10
5,2,03-A1,12,66,5,16,218,10,16,260,10
5,2,03-A1,22,468,12,33,929,17,16,260,10
5,2,03-A1,2,142,7,25,252,10,16,260,10
5,2,03-A1,17,164,8,23,294,11,16,260,10
5,2,03-A1,23,156,7,24,269,9,16,260,10
5,2,03-A1,12,330,9,17,430,12,16,260,10
5,2,03-A1,17,555,10,15,980,13,16,260,10
5,2,03-A1,1,167,7,11,413,12,16,260,10
5,2,03-A1,17,308,10,33,611,17,16,260,10
5,2,03-A1,5,188,9,15,350,10,16,260,10
5,2,03-A1,27,131,7,23,184,10,16,260,10
5,2,03-A1,17,124,7,20,307,10,16,260,10
5,2,03-A1,15,129,7,18,243,10,16,260,10
5,2,03-A1,16,187,8,20,319,12,16,260,10
5,2,03-A1,11,73,6,17,224,10,16,260,10
5,2,03-A1,27,318,10,32,608,13,16,260,10
5,2,03-A1,23,292,10,31,767,17,16,260,10
5,2,03-A1,11,120,7,16,262,10,16,260,10
5,2,03-A1,8,167,5,15,341,10,16,260,10
5,2,03-A1,9,299,10,13,506,14,16,260,10
5,2,03-A1,13,325,10,19,454,11,16,260,10
5,2,03-A1,5,143,7,35,696,14,16,260,10
5,2,03-A1,2,1,1,7,53,3,16,260,10
5,2,03-A1,16,298,10,21,455,11,16,260,10
5,2,03-A1,9,319,11,12,631,12,16,260,10
5,2,03-A1,17,983,14,43,868,17,16,260,10
5,2,03-A1,6,220,10,36,654,17,16,260,10
5,2,03-A1,13,123,6,19,400,12,16,260,10
5,2,03-A1,12,232,8,14,379,11,16,260,10
5,2,03-A1,17,303,11,21,502,15,16,260,10
5,2,03-A1,14,323,10,17,575,15,16,260,10
5,2,03-A1,12,158,8,16,280,11,16,260,10
5,2,03-A1,8,213,9,25,643,14,16,260,10
5,2,03-A1,12,369,11,37,750,18,16,260,10
1,2,03-A2,0,383,10,7,589,12,16,290,10
1,2,03-A2,8,180,7,23,455,13,16,290,10
1,2,03-A2,0,206,8,34,375,10,16,290,10
1,2,03-A2,0,959,15,39,1696,20,16,290,10
1,2,03-A2,12,99,5,17,770,14,16,290,10
1,2,03-A2,15,389,11,16,609,13,16,290,10
1,2,03-A2,19,245,9,23,364,12,16,290,10
1,2,03-A2,25,249,10,29,463,13,16,290,10
1,2,03-A2,14,113,6,22,239,10,16,290,10
1,2,03-A2,10,479,8,13,837,10,16,290,10
1,2,03-A2,14,274,9,28,549,14,16,290,10
1,2,03-A2,26,189,6,43,423,10,16,290,10
1,2,03-A2,0,250,10,19,330,11,16,290,10
1,2,03-A2,0,401,9,19,573,10,16,290,10
1,2,03-A2,0,191,9,25,451,13,16,290,10
